Date	1INCH	AAVE	ADA	ALCX	ALGO	ALPHA	AR	AVAX	BAL	BAT	BNB	BTC	BUSD	CRV	DOGE	DOT	ETH	FTM	FTT	IMX	JPY	LINK	LOOKS	MATIC	MOB	NANO	SOL	SRM	STORJ	SUSHI	TFUEL	UNI	USDJPY	USDT	XEM	XMR	XRP	YFI	ZEC
2021-04-29	5.55	461.08	1.3371	1,240.10		1.432247		28.30	58.75	1.1999		54858.09		3.0383	0.3232	33.96	2748.65	0.5923	52.90		0.009179364788			0.7762	30.5599	8.08	44.85			14.3088	0.3142	42.85	108.94	0.9998	0.3334		1.358	48,061.38	
2021-04-28	5.12	440.6	1.306	1,307.19		1.449822		27.92	59.60	1.2568		55036.64		3.1288	0.2723	34.79	2664.69	0.5260	53.61		0.009190331771			0.829	32.7668	8.34	43.16			14.2767	0.3213	39.63	108.81	1.0002	0.3472		1.4016	48,698.21	
2021-04-27	4.55	405.54	1.2376	1,321.79		1.334782		26.47	53.13	1.1947		54030.3		2.7776	0.2714	33.42	2534.03	0.3854	50.84		0.009211495947			0.5362	32.2941	8.22	43.89			12.1542	0.3023	38.19	108.56	0.9998	0.314		1.3667	45,248.73	
2021-04-26	3.99	347.64	1.0902	1,233.08		1.218916		21.62	47.91	1.0249		49077.79		2.3815	0.2512	29.81	2319.48	0.3057	46.42		0.009248982612			0.384	26.2721	7.11	47.54			10.9605	0.2667	34.34	108.12	1.0002	0.2697		1.0352	39,754.47	
2021-04-25	3.95	317.67	1.1027	1,300.79		1.232505		21.83	46.42	1.0324		50052.83		2.3758	0.2698	28.97	2214.41	0.2780	45.49		0.009264406152			0.3548	25.0523	7.33	40.85			10.7009	0.2385	30.13	107.94	1.0001	0.2698		1.0495	39,208.30	
2021-04-24	4.28	345.77	1.1588	1,364.82		1.373391		23.58	50.88	1.1859		51143.23		2.6410	0.2495	32.26	2367.2	0.3154	47.42		0.009264406152			0.3819	26.8796	8.16	37.26			11.8275	0.265	32.94	107.94	1.0001	0.2888		1.1702	43,321.28	
2021-04-23	4.59	361.73	1.1458	1,416.96		1.362228		23.99	54.42	1.1008		51739.81		2.7636	0.261	32.96	2401.26	0.3279	48.82		0.009264406152			0.3501	30.5139	7.56	38.90			12.3272	0.251	34	107.94	0.9999	0.2985		1.1571	45,434.72	
2021-04-22	5.02	353.46	1.2039	1,567.55		1.520555		25.83	55.06	1.2273		53857.11		2.8890	0.306	33.79	2357.87	0.3682	50.89		0.009244707405			0.3565	31.0661	8.7	32.68			12.4544	0.29	33.42	108.17	0.9999	0.3566		1.2918	45,417.18	
2021-04-21	5.02	361.58	1.2677	1,601.05		1.360381		27.41	55.80	1.2739		56471.13		3.0286	0.317	35.46	2331.16	0.4007	52.76		0.009251549635			0.3423	32.2263	8.69	31.68			12.7047	0.3108	31.98	108.09	1.0001	0.3715		1.3862	48,895.75	
2021-04-20	4.85	346.12	1.1946	1,560.97		1.275127		26.14	51.75	1.3259		55681.79		2.8197	0.4084	34.72	2161.94	0.4003	49.31		0.009253261775			0.3255	37.3551	9.67	31.48			12.1486	0.3006	31.39	108.07	0.9999	0.3765		1.31	46,775.42	
2021-04-19	5.3	381.82	1.278	1,666.67		1.472644		29.29	57.80	1.3507		56191.59		3.2235	0.3205	37.37	2238.03	0.4234	50.21		0.009251549635			0.3635	38.3734	11.44	32.34			14.0251	0.3181	31.63	108.09	1	0.4041		1.4095	53,426.81	
2021-04-18	6.54	430.18	1.3862	1,752.39		1.693354		34.36	61.72	1.4914		60701.89		3.8270	0.2851	42.56	2346.45	0.5007	52.18		0.009192866336			0.4067	43.5460	12.88	25.14			16.0184	0.3608	35.15	108.78	1.0114	0.4759		1.5591	49,197.54	
2021-04-17	5.82	441.31	1.4138	1,881.91		1.628280		35.54	63.62	1.5239		61529.92		3.9199	0.3661	41.51	2429.98	0.4561	53.24		0.009192866336			0.4367	48.2612	6.17	25.37			16.2832	0.389	36.23	108.78	1.0024	0.4572		1.553	53,136.48	
2021-04-16	6.09	466.27	1.4796	1,893.10		1.663500		37.02	67.48	1.5204		63258.5		4.0276	0.1816	43.47	2516.6	0.4445	56.24		0.009192866336			0.441	54.3469	5.7	27.82			17.5753	0.3636	37.76	108.78	1.0011	0.4379		1.7593	50,294.23	
2021-04-15	5.89	428.94	1.4538	1,710.88		1.614092		38.42	65.25	1.4657		63075.2		3.1642	0.1212	42.57	2436.03	0.4177	56.14		0.009192866336			0.4147	54.7119	5.46	26.44			17.5447	0.3349	36.14	108.78	1.0015	0.418		1.8373	47,286.23	
2021-04-14	5.61	398.21	1.411	1,639.93		1.530677		33.64	54.43	1.4995		63523.75		3.1177	0.0943	42.9	2299.35	0.4175	55.28		0.009180207473			0.4224	53.5548	5.75	27.40			15.8445	0.3521	35.4	108.93	0.9992	0.424		1.7942	44,769.81	
2021-04-13	5.5	397.28	1.3149	1,805.59		1.632502		33.80	51.89	1.4214		59890.02		3.0334	0.0707	40.45	2139.36	0.4283	52.82		0.009158347834			0.3576	52.9197	5.72	28.54			16.0493	0.358	36.68	109.19	1	0.4216		1.4701	43,077.97	
2021-04-12	5.69	372.46	1.2662	1,956.31		1.574630		31.67	52.29	1.4417		60175.95		3.1192	0.0745	41.42	2157.36	0.4592	51.41		0.009138261903			0.3703	59.9463	5.84	27.92			14.2162	0.355	29.97	109.43	1.0022	0.4432		1.354	45,135.68	
2021-04-11	5.74	367.49	1.2184	1,860.74		1.587883		31.80	50.71	1.4667		59846.23		2.9622	0.0637	41.61	2136.16	0.4394	49.16		0.009120758847			0.3581	57.4399	6.06	26.81			14.5126	0.3615	29.77	109.64	1.0005	0.4158		1.3721	44,619.13	
2021-04-10	6.11	359.37	1.2035	1,890.53		1.689126		31.54	51.90	1.5411		58253.78		2.9824	0.0616	40.83	2071.11	0.4526	49.99		0.009120758847			0.3675	55.9927	6.18	27.65			14.5509	0.3758	29.55	109.64	1.0011	0.4061		1.0203	45,820.54	
2021-04-09	6.21	377.93	1.2195							1.2933		58326.56			0.0615	41.35	2088.77				0.009120758847			0.3562		5.84					0.3855	30.22	109.64	1.0007	0.4193		1.0534		
2021-04-08	5.57	351.39	1.1761							1.1873		56099.91			0.059	39.63	1969.13				0.009153318078			0.3378		5.26					0.3606	28.61	109.25	1.0019	0.3819		0.9191		
2021-04-07	5.19	384.01	1.2555							1.332		58186.51			0.0645	43.42	2117.73				0.009118263883			0.3745		5.76					0.3484	31.29	109.67	1.0016	0.4843		1.0975		
2021-04-06	5.31	398.23	1.2143							1.2803		59171.93			0.0597	45.81	2109.49				0.009104980424			0.3705		5.7					0.377	30.82	109.83	1.0001	0.427		0.9169		
2021-04-05	4.59	404.39	1.1916							1.1867		58760.88			0.0574	44.67	2093.26				0.009084302326			0.3627		5.41					0.4121	31.07	110.08	1.0034	0.4162		0.6467		
2021-04-04	4.27	385.53	1.173							1.1306		57604.84			0.0558	41.61	2027.67				0.009035872413			0.3539		5.04					0.3957	29.54	110.67	1.0031	0.3888		0.5909		
2021-04-03	4.68	406.88	1.1963							1.2089		59397.41			0.0577	41.18	2142.9				0.009035872413			0.3835		5.13					0.4403	30.16	110.67	1.0005	0.3823		0.6168		
2021-04-02	4.45	377.51	1.1892							1.1631		59098.88			0.062	37.63	1976.93				0.009035872413			0.3642		5.12					0.4166	28.74	110.67	1.0006	0.381		0.5794		
2021-04-01	4.34	377.18	1.1936							1.1434		58926.56			0.0537	37.09	1919.16				0.00904077389			0.3603		5.22					0.416	27.98	110.61	1	0.383		0.574		
2021-03-31	4.51		1.2137							1.1745		58930.28			0.0539	34.08	1846.1				0.00904077389					4.87					0.4113	28.49	110.61	1.0008	0.3951		0.5668		
2021-03-30	4.6		1.2026							1.1395		57750.13			0.0541	34.36	1819.47				0.009075233687					4.79					0.4123		110.19	0.9998	0.3834		0.5677		
2021-03-29	4.09		1.191							1.1188		55947.9			0.0537	32.29	1691.26				0.009113278046					4.54					0.4118		109.73	1.0006	0.3702		0.5506		
2021-03-28	4		1.1768							1.0814		55974.94			0.0544	32.64	1716.41				0.00912825194					4.47					0.4046		109.55	1.0005	0.3527		0.5504		
2021-03-27	4.01		1.2141							1.0748		55137.57			0.0539	33.2	1703.04				0.00912825194					4.48					0.4156		109.55	1.0013	0.3529		0.5672		
2021-03-26	3.68		1.1014							0.975		51683.01			0.0514	29.97	1595.21				0.00912825194					4.17					0.4185		109.55	1.001	0.3304		0.5174		
2021-03-25	3.73		1.0745							0.9923		52726.75			0.0517	30.36	1593.12				0.009163383121					4.53					0.3958		109.13	1.0012	0.3431		0.4882		
2021-03-24	4.1		1.1213							1.0599		54710.49			0.0535	34.45	1678				0.009190331771					4.88					0.4804		108.81	1.001	0.3686		0.5563		
2021-03-23	4.31		1.1093							1.0935		54511.66			0.0549	35.51	1690.87				0.009207255317					4.78					0.3793		108.61	1.0018	0.3673		0.5501		
2021-03-22	4.67		1.1892							1.1162		57517.89			0.0573	36.79	1788.36				0.009202171713					5					0.3341		108.67	1.0011	0.3726		0.5198		
2021-03-21	4.74		1.2064							1.091		58309.91			0.059	37.36	1812.61				0.009186954525					5.07					0.3189		108.85	1.0023	0.3699		0.5274		
2021-03-20	4.91		1.3015							1.1885		58332.26			0.0583	38.29	1817.52				0.009186954525					5.11					0.3427		108.85	1.0028	0.3842		0.4711		
2021-03-19	4.58		1.2386							1.216		57850.44			0.0574	35.5	1782.57				0.009186954525					5.04					0.3529		108.85	1.001	0.3786		0.4728		
2021-03-18	5		1.3784							1.2329		58893.08			0.0576	36.11	1823.16				0.009176837662					5.19					0.3467		108.97	0.999	0.3959		0.4724		
2021-03-17	4.55		1.2436							1.0295		56825.83			0.0586	35.44	1807.06				0.009155832265					4.96					0.353		109.22	1	0.3934		0.4628		
2021-03-16	3.95		1.0332							0.7609		55840.79			0.0571	34.34	1792.41				0.009173470324					4.93					0.344		109.01	1.0004	0.3722		0.4375		
2021-03-15	3.85		1.0586							0.77		59267.43			0.0585	36.56	1854.09				0.009165062781					5.06					0.3753		109.11	0.9998	0.3312		0.4421		
2021-03-14	4.1		1.103							0.815		61221.13			0.0624	37.17	1923.86				0.009185266832					5.35					0.37		108.87	0.9998	0.3621		0.4596		
2021-03-13	3.8		1.0389							0.7557		57343.37			0.0554	35.99	1772.17				0.009185266832					5.06					0.3939		108.87	1.0004	0.3848		0.4411		
2021-03-12	4		1.1248							0.8026		57821.22			0.0559	36.89	1826.55				0.009185266832					5.51					0.3614		108.87	1.0006	0.5874		0.453		
2021-03-11	4		1.1344							0.8191		55963.18			0.056	37.54	1798.03				0.009221689414					5.65					0.2525		108.44	1.0006	0.6075		0.463		
2021-03-10	4.44		1.1951							0.7456		54824.01			0.058	38.18	1868.49				0.009209799226					5.92					0.1828		108.58	1.0007	0.7004		0.4859		
2021-03-09	4.32		1.1181							0.7392		52272.97			0.0621	34.93	1835.15				0.009204712813					5.75					0.1708		108.64	1.0004	0.7084		0.4737		
2021-03-08	3.98		1.1329							0.6941		51174.12			0.0521	35.18	1724.23				0.009181050312					5.2					0.1469		108.92	1.0003	0.7089		0.4669		
2021-03-07	3.85		1.1308							0.6658		48918.68			0.051	33.43	1655.39				0.009238728751					5.12					0.1409		108.24	1.0001	0.7409		0.4651		
2021-03-06	3.74		1.1675							0.6813		48899.23			0.0496	33.69	1532.37				0.009238728751					5.16					0.1403		108.24	1.0008	0.7237		0.4579		
2021-03-05	3.83		1.1146							0.6935		48527.03			0.05	35.32	1541.54				0.009238728751					5.13					0.1434		108.24	1.0001	0.7011		0.4858		
2021-03-04	4.08		1.2164							0.766		50522.3			0.0506	37.04	1574.62				0.009295408068					5.42					0.1288		107.58	1.0004	0.7924		0.4501		
2021-03-03			1.2257							0.6021		48415.82			0.0503	36.16	1491.45				0.009352787131					5.08					0.1227		106.92	1.001	0.7651		0.4369		
2021-03-02			1.2936							0.5821		49612.11			0.0506	35.59	1564.06				0.009367681499					5.32					0.1121		106.75	1.0004	0.6565		0.4465		
2021-03-01			1.3098							0.5204		45159.5			0.0481	33.64	1417.15				0.009373828271					4.95					0.0928		106.68	1.0021	0.608		0.4151		
2021-02-28			1.3236							0.5155		46194.02			0.0501	33.45	1459.86				0.009377344336					5.15					0.0949		106.64	1.0012	0.583		0.4378		
2021-02-27			1.2421							0.5265		46344.77			0.0505	31.4	1446.93				0.009377344336					5.14					0.0829		106.64	1	0.5136		0.4279		
2021-02-26			1.0808							0.4819		47180.46			0.0501	31.14	1478.65				0.009377344336					5.19					0.0797		106.64	1.0001	0.4981		0.4349		
2021-02-25			1.0513							0.5149		49709.08			0.0566	33.62	1625.39				0.009414422896					5.8					0.0873		106.22	1.0007	0.5349		0.4718		
2021-02-24			0.955							0.473		48835.09			0.0474	34.33	1571.48				0.009441979039					5.16					0.0842		105.91	1	0.5385		0.4742		
2021-02-23			1.0988							0.54		54204.93			0.0537	37.66	1781.41				0.009504799924					6.35					0.0923		105.21	1.0002	0.7079		0.571		
2021-02-22			1.1004							0.6058		57532.74			0.056	39.7	1935.56				0.009518370455					6.82					0.0906		105.06	1.0003	0.5664		0.5483		
2021-02-21			1.1216							0.5795		56068.57			0.0544	39.17	1918.67				0.009471490813					6.88					0.0896		105.58	1.0001	0.5082		0.5169		
2021-02-20			0.9275							0.6127		55887.34			0.0551	34.8	1959.9				0.009471490813					7.23					0.0866		105.58	1.0002	0.5231		0.5669		
2021-02-19			0.9143							0.634		51675.98			0.0594	31.19	1938.86				0.009471490813					7.44					0.0611		105.58	1	0.4361		0.5326		
2021-02-18			0.8909							0.5754		52140.97			0.0494	31.98	1848.21				0.009461633078					6.42					0.0584		105.69	1.0004	0.3966		0.5351		
2021-02-17			0.8709							0.5552		49207.28			0.0535	30.16	1781.35				0.009449116508					6.41					0.0583		105.83	1.0003	0.3803		0.5208		
2021-02-16			0.8607							0.5387		47944.46			0.0565	27.76	1778.95				0.009444654326					6.35					0.0607		105.88	1.0003	0.3824		0.5486		
2021-02-15			0.8478							0.5615		48696.54			0.0626	27.06	1804.68				0.009529254812					5.84					0.0575		104.94	1.0008	0.3688		0.5935		
2021-02-14			0.9063							0.6179		47114.51			0.0664	28.01	1814.37				0.009529254812					6.51					0.0536		104.94	1.0008	0.3981		0.6284		
2021-02-13			0.9254							0.6282		47491.2			0.07	28.69	1843.99				0.009529254812					6.8					0.0477		104.94	1.0017	0.3988		0.6081		
2021-02-12			0.9271							0.5925		47877.04			0.0697	25.17	1783.49				0.009529254812					5.97					0.045		104.94	1.0005	0.398		0.5246		
2021-02-11			0.9308							0.4418		44898.71			0.0728	23.59	1743.71				0.009546539379					4.5					0.0419		104.75	1.0007	0.37		0.5031		
2021-02-10			0.7035							0.4338		46469.76			0.0701	23.11	1768.04				0.009553835865					4.63					0.0412		104.67	1.0013	0.3324		0.4719		
2021-02-09			0.6821							0.4183		46184.99			0.0788	23.03	1746.93				0.009558401835					3.8					0.0386		104.62	1.0011	0.323		0.4477		
2021-02-08			0.6624							0.408		38886.83			0.0784	19.78	1613.64				0.009506607092					3.58					0.0353		105.19	1.0012	0.3067		0.4178		
2021-02-07			0.6288							0.3527		39250.19			0.0575	20.39	1677.61				0.009484066768					3.65					0.0339		105.44	1.0011	0.2741		0.4391		
2021-02-06			0.5378							0.3705		38138.39			0.0469	20.89	1717.8				0.009484066768					3.77					0.0348		105.44	1.0001	0.2853		0.4502		
2021-02-05			0.4411							0.3127		36931.55			0.053	19.69	1594.79				0.009484066768					3.45					0.0323		105.44	1.0008	0.2649		0.4453		
2021-02-04			0.4414							0.3219		37475.11			0.0372	20.73	1661.17				0.009484966328					3.61					0.0324		105.43	1.001	0.2842		0.3934		
2021-02-03			0.426							0.3171		35510.82			0.0315	17.25	1514.77				0.009519276535					3.54					0.0301		105.05	1.0014	0.274		0.3694		
2021-02-02			0.403							0.3152		33533.2			0.0349	16.38	1369.51				0.00951565325					3.53					0.029		105.09	1.0006	0.2642		0.3705		
2021-02-01			0.3448							0.3023		33114.58			0.0371	16.12	1314.86				0.00952653139					3.43					0.0278		104.97	1.0008	0.2347		0.4925		
2021-01-31			0.3626							0.3154		34270.88			0.0282	16.51	1376.82				0.009556574924					3.61					0.0286		104.64	1.0012	0.2308		0.4378		
2021-01-30			0.3481							0.3091		34295.93			0.0468	16.84	1382.23				0.009556574924					3.88					0.0294		104.64	1.0005	0.2343		0.2822		
2021-01-29			0.3523							0.303		34318.67			0.0437	17.1	1369.09				0.009556574924					4.07					0.0292		104.64	1.0013	0.2395		0.2705		
2021-01-28			0.313							0.3051		30441.04			0.0075	15.5	1251.28				0.009586808551					2.9					0.0293		104.31	1.0018	0.2325		0.2519		
2021-01-27			0.3442							0.2989		32564.03			0.0083	17.12	1358.33				0.009607070804					3.21					0.0331		104.09	1.0011	0.2454		0.2689		
2021-01-26			0.3438							0.3014		32358.61			0.0084	17.24	1323.74				0.009644131546					3.18					0.0291		103.69	1	0.2224		0.269		
2021-01-25			0.3539							0.3191		32285.8			0.0087	18	1390.64				0.009635767971					3.38					0.0285		103.78	1.0015	0.2145		0.2735		
2021-01-24			0.3456							0.3293		32064.38			0.0086	18.6	1231.21				0.009637625289					3.14					0.0293		103.76	1.0006	0.2159		0.2718		
2021-01-23			0.3493							0.3145		32985.76			0.0085	17.16	1235.27				0.009637625289					3.18					0.0273		103.76	1.0014	0.2164		0.2726		
2021-01-22			0.3101							0.2447		30817.63			0.0082	15.93	1118.89				0.009637625289					2.92					0.0249		103.76	0.9998	0.2123		0.2688		
2021-01-21			0.3754							0.2791		35549.4			0.0091	17.98	1382.68				0.00965530559					3.41					0.0297		103.57	1.0007	0.2399		0.2965		
2021-01-20			0.3689							0.2701		36050.11			0.0091	16.45	1375.25				0.00962834585					3.5					0.0293		103.86	1.0004	0.247		0.2942		
2021-01-19			0.3715							0.2828		36642.23			0.0092	16.52	1257.43				0.00962834585					3.6					0.0273		103.86	1.0008	0.2353		0.2848		
2021-01-18			0.3797							0.2729		35792.24			0.0091	17	1230.31				0.009633911368					3.42					0.0265		103.8	1.0004	0.2235		0.2774		
2021-01-17			0.3523							0.2675		36163.65			0.0093	18.15	1233.45				0.009633911368					3.36					0.0275		103.8	1.0002	0.2186		0.2801		
2021-01-16			0.3025							0.2481		36821.65			0.0094	13.2	1171.44				0.009633911368					3.17					0.0277		103.8	0.9998	0.2143		0.2803		
2021-01-15			0.3106							0.2457		39156.71			0.0094	14.52	1221.88				0.009633911368					3.33					0.0293		103.8	0.999	0.2274		0.2956		
2021-01-14			0.3135							0.2493		37325.11			0.0086	10.95	1130.23				0.009646922632					3.55					0.0285		103.66	1	0.2289		0.3055		
2021-01-13			0.2867							0.2309		33915.12			0.0081	8.27	1043.74				0.009623712828					3.46					0.0253		103.91	1.0005	0.2134		0.292		
2021-01-12			0.2752							0.2292		35516.36			0.0088	8.27	1088.53				0.009607070804					2.83					0.0248		104.09	1.0006	0.2134		0.2887		
2021-01-11			0.305							0.2579		38346.53			0.0099	9.3	1261.62				0.009600614439					3.21					0.0263		104.16	1.0003	0.2353		0.3179		
2021-01-10			0.333							0.2756		40254.22			0.0102	9.78	1280.87				0.009625565502					3.54					0.0276		103.89	1.0029	0.2413		0.3268		
2021-01-09			0.3056							0.251		40788.64			0.0098	9.31	1223.74				0.009625565502					4.05					0.0266		103.89	1	0.2339		0.3232		
2021-01-08			0.3004							0.2568		39381.77			0.0097	9.65	1225.97				0.009625565502					4.36					0.0282		103.89	1.0004	0.2473		0.3261		
2021-01-07			0.3323							0.2505		36833.88			0.0105	10.09	1208.08				0.009630200308					2.53					0.0306		103.84	1.0014	0.2581		0.2509		
2021-01-06			0.2585							0.2319		34013.61			0.0099	9.71	1101.01				0.009685230024					1.55					0.0302		103.25	1.0022	0.206		0.2269		
2021-01-05			0.2248							0.2179		31977.04			0.0098	9.48	1041.5				0.009737098345					1.5					0.0293		102.7	1.0002	0.205		0.2366		
2021-01-04			0.2052							0.2166		32810.95			0.0098	10.06	977.06				0.009690861518					1.7					0.0321		103.19	1.0005	0.2115		0.226		
2021-01-03			0.1774							0.2041		32129.41			0.0106	9.21	774.51				0.009690861518					1.05					0.0378		103.19	1.0004	0.2032		0.2217		
2021-01-02			0.1754							0.2051		29376.46			0.0057	8.31	730.4				0.009690861518					1.03					0.0337		103.19	1.0019	0.2221		0.2377		
2021-01-01			0.1814							0.1997		28994.01			0.0047	9.29	737.71				0.009690861518					1.02					0.0337		103.19	1.0006	0.2055		0.2198		
2020-12-31																					0.009690861518												103.19						
2020-12-30																					0.009679605072												103.31						
2020-12-29																					0.009661835749												103.5						
2020-12-28																					0.009630200308												103.84						
2020-12-27																					0.009659969088												103.52						
2020-12-26																					0.009659969088												103.52						
2020-12-25																					0.009659969088												103.52						
2020-12-24																					0.009659969088												103.52						
2020-12-23																					0.009659969088												103.52						
2020-12-22																					0.009650646593												103.62						
2020-12-21																					0.009667440062												103.44						
2020-12-20																					0.009675858732												103.35						
2020-12-19																					0.009675858732												103.35						
2020-12-18																					0.009675858732												103.35						
2020-12-17																					0.009696499564												103.13						
2020-12-16																					0.009653441452												103.59						
2020-12-15																					0.009644131546												103.69						
2020-12-14																					0.009609840477												104.06						
2020-12-13																					0.009626492106												103.88						
2020-12-12																					0.009626492106												103.88						
2020-12-11																					0.009626492106												103.88						
2020-12-10																					0.009587727709												104.3						
2020-12-09																					0.009589566552												104.28						
2020-12-08																					0.009602458229												104.14						
2020-12-07																					0.009614460148												104.01						
2020-12-06																					0.009600614439												104.16						
2020-12-05																					0.009600614439												104.16						
2020-12-04																					0.009600614439												104.16						
2020-12-03																					0.00963669654												103.77						
2020-12-02																					0.009567546881												104.52						
2020-12-01																					0.009578544061												104.4						
2020-11-30																					0.009580379383												104.38						
2020-11-29																					0.009579461634												104.39						
2020-11-28																					0.009579461634												104.39						
2020-11-27																					0.009579461634												104.39						
2020-11-26																					0.009579461634												104.39						
2020-11-25																					0.009579461634												104.39						
2020-11-24																					0.009559315553												104.61						
2020-11-23																					0.009576709443												104.42						
2020-11-22																					0.009632983335												103.81						
2020-11-21																					0.009632983335												103.81						
2020-11-20																					0.009632983335												103.81						
2020-11-19																					0.00962927299												103.85						
2020-11-18																					0.009641342075												103.72						
2020-11-17																					0.009596928983												104.2						
2020-11-16																					0.009565716472												104.54						
2020-11-15																					0.009559315553												104.61						
2020-11-14																					0.009559315553												104.61						
2020-11-13																					0.009559315553												104.61						
2020-11-12																					0.009509319133												105.16						
2020-11-11																					0.009491268033												105.36						
2020-11-10																					0.009491268033												105.36						
2020-11-09																					0.009471490813												105.58						
2020-11-08																					0.009678668215												103.32						
2020-11-07																					0.009678668215												103.32						
2020-11-06																					0.009678668215												103.32						
2020-11-05																					0.00964599209												103.67						
2020-11-04																					0.009579461634												104.39						
